1,Hatchback
2,Saloon
3,Estate
4,Coupe
5,Convertible
6,SUV
7,MPV
8,Pickup
9,Van
10,Minibus
11,4x4
12,Roadster
13,Crossover
14,Campervan
15,Lorry
16,Motorcycle
17,Box Truck
18,Tipper
19,Chassis Cab
20,Double Cab
21,StationWagon
22,CrewCab Pick-up
23,PanelVan
24,Refrigerated
25,Bus
26,Luton
27,CrewCab Van
28,Dropside
29,Window Van
30,CrewCab Dropside
31,CrewCab Tipper
32,Box
33,CoachbuiltBespoke
34,Curtain Side
35,Platform Cab
