1,Car
2,Van
3,Truck
4,Motorcycle
5,Bus
6,Minibus
7,Pickup
8,SUV
9,4x4
10,Lorry
11,Tractor
12,Campervan
13,Trailer
14,LightCommercialVehicle
15,Caravan
16,Motorhome
